fromRegion,toFacility,timePeriod,quantity
13,35,71,0.07309333756940689
13,35,99,1000000.0
13,35,127,1000000.0
13,40,1,251.35595280933194
13,40,29,1000000.0
13,40,36,2.5238133510777607
13,40,43,1000000.0
13,40,50,1000000.0
13,40,57,0.2590496834035232
13,40,64,1000000.0
13,40,85,1000000.0
13,40,106,1000000.0
13,40,134,1000000.0
13,40,148,0.004474141695352536
13,56,15,1000000.0
13,56,29,1000000.0
13,56,36,1000000.0
13,56,57,1000000.0
13,56,78,1000000.0
13,56,85,1000000.0
13,56,106,1000000.0
13,56,113,1000000.0
13,56,120,999994.7684906361
13,56,134,1000000.0
13,56,141,1000000.0
14,20,15,1000000.0
14,20,22,1000000.0
14,20,43,0.0071491667487286635
14,20,57,1000000.0
14,20,71,1000000.0
14,20,78,1000000.0
14,20,85,999978.4809625356
14,20,92,1000000.0
14,20,99,1000000.0
14,20,127,1000000.0
14,20,134,1000000.0
14,20,148,0.0007859112459120326
14,33,8,1000000.0
14,33,15,1000000.0
14,33,29,1000000.0
14,33,50,0.00583973466904095
14,33,64,1000000.0
14,33,71,1000000.0
14,33,78,1000000.0
14,33,85,1000000.0
14,33,106,1000000.0
14,33,113,999999.9998966495
14,33,120,1000000.0
14,33,141,1000000.0
14,33,148,1000000.0
14,37,8,1000000.0
14,37,22,1000000.0
14,37,29,999982.9150357915
14,37,36,1000000.0
14,37,43,1000000.0
14,37,57,999993.5019851845
14,37,64,1000000.0
14,37,71,1000000.0
14,37,85,21.52499202208128
14,37,92,1000000.0
14,37,106,1000000.0
14,37,113,1000000.0
14,37,120,1000000.0
14,37,127,999999.9998642065
14,37,141,999987.0491894772
14,61,36,1000000.0
14,61,50,1000000.0
14,61,99,1000000.0
14,61,113,0.003960289942374268
14,61,120,0.02363499574644235
14,61,127,1000000.0
