region,timePeriod,S
5,111,281622.65159188956
5,112,281648.39954650396
5,113,281676.2868116681
5,114,281704.7541509785
5,115,281732.82528349943
5,116,281759.9170827467
5,117,281785.70790995326
5,118,281810.04688998876
5,119,281832.8919087266
5,120,281854.26766597095
5,121,281874.2376568107
5,122,281898.7962966434
5,123,281925.5358713185
5,124,281952.9008512291
5,125,281978.20995056856
5,126,282001.7640265784
5,127,281999.8740791073
5,128,282024.76298288646
5,129,282048.45402981946
5,130,282070.8055395585
5,131,282091.7776047144
5,132,282117.23492808884
5,133,282144.7651794736
5,134,282172.81622539693
5,135,282200.42134393577
5,136,282227.0077261474
5,137,282252.26379609585
5,138,282261.29881542444
5,139,282285.05195599474
5,140,282296.2318041203
5,141,282317.96796170506
5,142,282242.9337322078
5,143,282177.41416304145
5,144,282119.3248646182
5,145,282175.88016899704
5,146,282228.73749302793
5,147,282277.45165257563
5,148,282321.9539423076
5,149,282331.98722154915
5,150,282340.5189040721
5,151,282379.664884981
5,152,282414.4576330305
5,153,282437.33384619374
5,154,282465.7034738439
5,155,282491.3314332194
6,1,1276077.02873501
6,2,1152878.865156045
6,3,1055101.4212248547
6,4,993168.4094139421
6,5,946107.902726231
6,6,910638.2674886339
6,7,884187.884193321
6,8,864742.4237762254
6,9,850724.8897756283
6,10,840901.408781695
6,11,834307.2524290835
6,12,830044.4086249325
6,13,827578.1195348271
6,14,826487.911904786
6,15,826443.5329485092
6,16,827208.4029912729
6,17,828570.0503635665
6,18,830348.839698546
6,19,832435.3880195672
6,20,834729.582950329
6,21,837154.3919956451
6,22,839645.2873562966
6,23,842168.724183483
6,24,844689.1226241378
6,25,847180.0038710184
6,26,849617.5622987832
6,27,851993.5866778598
6,28,854298.0489913578
6,29,856524.2606829955
6,30,858668.0925638457
6,31,860727.3658873995
6,32,862701.9933633986
6,33,864592.8202033086
6,34,866407.6278532225
6,35,868145.6143706355
6,36,869807.1264563558
6,37,871393.3409822228
6,38,872906.0228817023
6,39,874347.3417744214
6,40,875718.0629374398
6,41,877022.9579036931
6,42,878263.1793003645
6,43,879441.8561567009
6,44,880561.9810747626
6,45,881626.4130947678
6,46,882637.88121615
6,47,883599.1281665467
6,48,884512.4633029792
6,49,885380.3544797329
6,50,886205.0160934561
6,51,886988.5661510183
