fromRegion,toFacility,decisionPeriod,quantity
25,27,110,5000000.0
25,27,140,5000000.0
25,27,150,5000000.0
25,35,30,5000000.0
25,35,40,5000000.0
25,35,50,5000000.0
25,35,60,4999215.490060358
25,35,70,5000000.0
25,35,120,5000000.0
25,35,130,5000000.0
25,35,140,5000000.0
25,35,150,5000000.0
25,42,20,5000000.0
25,42,60,5000000.0
25,42,70,5000000.0
25,42,80,5000000.0
25,42,90,5000000.0
25,42,110,240.74721431010985
25,42,120,5000000.0
25,42,130,5000000.0
25,42,140,5000000.0
25,42,150,5000000.0
25,47,20,4998957.406344601
25,47,30,5000000.0
25,47,50,4999998.452328136
25,47,90,46.19210938520876
25,47,100,77.37104944940376
25,47,120,5000000.0
25,47,130,4999628.72041034
25,47,150,5000000.0
25,50,10,5000000.0
25,50,20,5000000.0
25,50,40,5000000.0
25,50,60,5000000.0
25,50,80,5000000.0
25,50,90,5000000.0
25,50,100,5000000.0
25,50,110,5000000.0
25,50,120,5000000.0
25,50,140,5000000.0
26,9,20,5000000.0
26,9,30,4999808.236329779
26,9,40,5000000.0
26,9,60,5000000.0
26,9,80,5000000.0
26,9,90,5000000.0
26,9,110,5000000.0
26,26,10,5000000.0
26,26,20,5000000.0
26,26,30,5000000.0
26,26,40,5000000.0
26,26,50,5000000.0
26,26,60,5000000.0
26,26,70,5000000.0
26,26,80,5000000.0
26,26,90,5000000.0
26,26,100,5000000.0
26,26,110,5000000.0
26,26,120,5000000.0
26,26,130,5000000.0
26,26,140,5000000.0
26,26,150,5000000.0
26,28,50,5000000.0
26,28,70,5000000.0
26,28,90,5000000.0
26,28,110,168.86136381059103
26,28,130,5000000.0
26,28,150,5000000.0
26,34,10,5000000.0
26,34,20,5000000.0
26,34,30,4999327.744071348
26,34,40,5000000.0
26,34,80,5000000.0
26,34,120,5000000.0
26,34,130,5000000.0
26,34,140,5000000.0
26,34,150,5000000.0
26,37,10,5000000.0
26,37,20,715.941580074749
26,37,30,5000000.0
26,37,50,5000000.0
26,37,80,505.33858302019763
26,37,90,4999985.281084547
26,37,100,4999866.728619571
26,37,130,5000000.0
26,37,150,4.978012293577194e-05
26,41,30,5000000.0
26,41,40,4999715.993722659
26,41,50,5000000.0
26,41,60,5000000.0
26,41,70,5000000.0
26,41,80,5000000.0
26,41,90,5000000.0
26,41,100,5000000.0
26,41,110,5000000.0
26,41,120,5000000.0
26,41,130,5000000.0
26,41,140,5000000.0
26,41,150,5000000.0
26,51,10,5000000.0
26,51,20,5000000.0
26,51,50,5000000.0
26,51,60,5000000.0
26,51,70,5000000.0
26,51,90,4999852.342722279
26,51,100,5000000.0
26,51,120,5000000.0
26,52,10,4998286.241353021
26,52,40,5000000.0
26,52,50,5000000.0
26,52,60,5000000.0
26,52,70,5000000.0
26,52,80,5000000.0
26,52,100,5000000.0
26,52,110,5000000.0
26,52,130,5000000.0
26,52,140,5000000.0
26,53,10,1666.9617629209533
26,53,20,5000000.0
26,53,30,5000000.0
26,53,40,216.9262369711505
26,53,60,69.23723582967968
26,53,140,5000000.0
26,60,20,4999425.262685798
26,60,40,5000000.0
26,60,70,5000000.0
26,60,80,5000000.0
26,60,100,5000000.0
26,60,110,5000000.0
26,60,120,5000000.0
26,60,140,5000000.0
26,60,150,5000000.0
27,8,10,5000000.0
27,8,20,5000000.0
27,8,30,5000000.0
27,8,60,5000000.0
27,8,100,5000000.0
27,8,120,5000000.0
27,8,130,5000000.0
27,8,140,5000000.0
27,8,150,5000000.0
27,13,10,5000000.0
27,13,20,5000000.0
27,13,40,5000000.0
27,13,50,5000000.0
27,13,70,5000000.0
27,13,80,5000000.0
27,13,100,5000000.0
27,13,110,5000000.0
27,13,120,4999612.129286772
27,13,140,5000000.0
27,13,150,13.193055128442204
27,21,20,5000000.0
27,21,30,5000000.0
27,21,40,5000000.0
27,21,90,5000000.0
27,21,100,4999801.191782051
27,21,110,5000000.0
27,21,120,5000000.0
27,21,130,5000000.0
27,21,150,5000000.0
27,24,10,5000000.0
27,24,40,5000000.0
27,24,60,5000000.0
27,24,80,5000000.0
27,24,90,5000000.0
27,24,140,5000000.0
27,24,150,5000000.0
27,25,10,5000000.0
27,25,20,4998904.436120978
27,25,50,5000000.0
27,25,90,5000000.0
27,25,120,373.5106668375688
27,25,130,4999624.754195755
27,27,10,5000000.0
27,27,20,5000000.0
27,27,30,5000000.0
27,27,40,5000000.0
27,27,50,5000000.0
27,27,60,5000000.0
27,27,70,5000000.0
27,27,80,5000000.0
27,27,90,5000000.0
27,27,100,5000000.0
27,27,110,5000000.0
27,27,120,5000000.0
27,27,130,5000000.0
27,27,140,5000000.0
27,27,150,5000000.0
27,30,30,5000000.0
27,30,40,38.19986381520893
27,30,50,5000000.0
27,30,60,5000000.0
27,30,70,5000000.0
27,30,130,5000000.0
27,30,140,0.9326347918305231
27,30,150,5000000.0
27,35,20,5000000.0
27,35,60,5000000.0
27,35,70,4999748.862580997
27,35,80,5000000.0
27,35,90,5000000.0
27,35,120,5000000.0
27,40,10,4999700.861603033
27,40,20,5000000.0
27,40,30,5000000.0
27,40,50,5000000.0
27,40,70,5000000.0
27,40,90,5000000.0
27,40,100,64.97918783828649
27,40,110,23.35680955976114
27,40,130,5000000.0
27,40,140,5000000.0
27,40,150,5000000.0
27,42,10,5000000.0
27,42,50,5000000.0
27,42,60,4999249.113412914
27,42,70,5000000.0
27,42,110,5000000.0
27,42,120,5000000.0
27,42,130,399.5710665868384
27,42,140,5000000.0
27,47,40,5000000.0
27,47,50,5000000.0
27,47,70,5000000.0
27,47,80,5000000.0
27,47,100,5000000.0
27,47,110,5000000.0
27,47,140,5000000.0
27,49,10,5000000.0
27,49,30,5000000.0
27,49,60,756.5144355564425
27,49,70,5000000.0
27,49,80,4999977.882674258
27,49,90,5000000.0
27,49,110,5000000.0
27,49,120,5000000.0
27,49,130,5000000.0
27,53,20,1116.4241387732327
27,53,30,5000000.0
27,53,40,5000000.0
27,53,50,5000000.0
27,53,60,5000000.0
27,53,80,5000000.0
27,53,100,5000000.0
27,53,130,5000000.0
27,56,20,5000000.0
27,56,40,5000000.0
27,56,60,5000000.0
27,56,70,5000000.0
27,56,80,5000000.0
27,56,100,5000000.0
27,56,110,5000000.0
27,56,120,5000000.0
27,56,140,69.55325947009484
27,56,150,5000000.0
27,59,30,5000000.0
27,59,40,5000000.0
27,59,90,5000000.0
27,59,100,5000000.0
27,59,110,5000000.0
27,59,140,5000000.0
27,59,150,5000000.0
28,13,20,5000000.0
28,13,70,4998316.676384555
28,13,80,5000000.0
28,13,100,5000000.0
28,13,130,4999508.924207582
28,13,140,5000000.0
28,13,150,5000000.0
28,24,20,4999869.521786838
28,24,50,5000000.0
28,24,60,5000000.0
28,24,70,5000000.0
28,24,90,444.87215919412563
28,24,100,5000000.0
28,24,110,136.12933043767768
28,24,130,5000000.0
28,24,140,5000000.0
28,24,150,4999341.92964457
28,26,10,5000000.0
28,26,20,5000000.0
28,26,30,5000000.0
28,26,40,5000000.0
28,26,60,5000000.0
28,26,70,1626.5207724055801
28,26,80,5000000.0
28,26,100,5000000.0
28,26,110,5000000.0
28,26,120,7.430871286934035
28,26,140,5000000.0
28,28,10,5000000.0
28,28,20,5000000.0
28,28,30,5000000.0
28,28,40,5000000.0
28,28,50,5000000.0
28,28,60,5000000.0
28,28,70,5000000.0
28,28,80,5000000.0
28,28,90,5000000.0
28,28,100,5000000.0
28,28,110,5000000.0
28,28,120,5000000.0
28,28,130,5000000.0
28,28,140,5000000.0
28,28,150,5000000.0
28,40,10,173.1226659054446
28,40,40,5000000.0
28,40,90,5000000.0
28,40,100,5000000.0
28,40,110,5000000.0
28,40,120,5000000.0
28,40,130,5000000.0
28,51,30,5000000.0
28,51,40,5000000.0
28,51,50,5000000.0
28,51,60,5000000.0
28,51,80,552.3191716936317
28,51,90,5000000.0
28,51,120,5000000.0
28,51,140,5000000.0
28,51,150,5000000.0
28,52,10,5000000.0
28,52,30,4998517.490414708
28,52,80,5000000.0
28,52,90,5000000.0
28,52,110,5000000.0
28,52,150,5000000.0
28,53,10,5000000.0
28,53,20,5000000.0
28,53,40,5000000.0
28,53,60,555.6758419229214
28,53,70,5000000.0
28,53,90,5000000.0
28,53,110,5000000.0
28,53,130,5000000.0
28,56,10,5000000.0
28,56,30,5000000.0
28,56,50,5000000.0
28,56,60,4998839.439506924
28,56,70,5000000.0
28,56,80,5000000.0
28,56,120,5000000.0
28,60,10,5000000.0
28,60,20,5000000.0
28,60,30,5000000.0
28,60,50,5000000.0
28,60,60,5000000.0
28,60,70,39.89281033464238
28,60,120,5000000.0
28,60,130,150.25624921488262
28,60,140,5000000.0
28,60,150,5000000.0
29,3,10,5000000.0
29,3,30,4999998.317566298
29,3,50,4999901.1594722215
29,3,60,5000000.0
29,3,70,0.032384858866815
29,3,90,5000000.0
29,3,100,4999961.586323853
29,3,140,5000000.0
29,3,150,5000000.0
29,7,20,5000000.0
29,7,40,4999988.18399149
29,7,50,5000000.0
29,7,60,5000000.0
29,7,70,5000000.0
29,7,110,5000000.0
29,7,120,5000000.0
29,7,130,5000000.0
29,7,150,22.542354315519333
29,29,10,5000000.0
29,29,20,5000000.0
29,29,30,5000000.0
29,29,40,5000000.0
29,29,50,5000000.0
29,29,60,5000000.0
29,29,70,5000000.0
29,29,80,5000000.0
29,29,90,5000000.0
29,29,100,5000000.0
29,29,110,5000000.0
29,29,120,5000000.0
29,29,130,5000000.0
29,29,140,5000000.0
29,29,150,5000000.0
29,31,10,5000000.0
29,31,40,5000000.0
29,31,50,5000000.0
29,31,60,5000000.0
29,31,90,5000000.0
29,31,100,5000000.0
29,31,110,5000000.0
29,31,130,5000000.0
29,31,150,5000000.0
29,46,20,5000000.0
29,46,40,12.14052858160271
29,46,80,5000000.0
29,46,110,40.04090878674438
29,46,130,5000000.0
29,66,10,5000000.0
29,66,30,5000000.0
29,66,40,5000000.0
29,66,50,5000000.0
29,66,60,0.02361954675034794
29,66,70,5000000.0
29,66,80,4999790.240080776
29,66,100,5000000.0
29,66,110,4999954.601619056
29,66,120,5000000.0
29,66,140,5000000.0
29,67,20,5000000.0
29,67,30,5000000.0
29,67,70,5000000.0
29,67,80,5000000.0
29,67,90,5000000.0
29,67,100,32.7355659368209
29,67,120,5000000.0
29,67,140,5000000.0
30,5,10,5000000.0
30,5,50,5000000.0
30,5,70,31.422567099458433
30,5,110,5000000.0
30,5,140,5000000.0
30,27,10,5000000.0
30,27,20,5000000.0
30,27,30,138.18823492812044
30,27,40,5000000.0
30,27,80,5000000.0
30,27,90,5000000.0
30,27,100,5000000.0
30,27,110,5000000.0
30,27,120,5000000.0
30,27,140,5000000.0
30,30,10,5000000.0
30,30,20,5000000.0
30,30,30,5000000.0
30,30,40,5000000.0
30,30,50,5000000.0
30,30,60,5000000.0
30,30,70,5000000.0
30,30,80,5000000.0
30,30,90,5000000.0
30,30,100,5000000.0
30,30,110,5000000.0
30,30,120,5000000.0
30,30,130,5000000.0
30,30,140,5000000.0
30,30,150,5000000.0
30,42,10,5000000.0
30,42,30,5000000.0
30,42,40,5000000.0
30,42,70,5000000.0
30,42,100,5000000.0
30,42,120,5000000.0
30,42,130,5000000.0
30,42,150,5000000.0
30,47,20,5000000.0
30,47,30,4999966.1735385405
30,47,60,5000000.0
30,47,80,5000000.0
30,47,110,5000000.0
30,47,120,5000000.0
30,47,130,5000000.0
30,49,30,5000000.0
30,49,50,5000000.0
30,49,60,5000000.0
30,49,70,5000000.0
30,49,90,5000000.0
30,49,130,100.15168041083962
30,49,140,5000000.0
30,49,150,5000000.0
30,59,20,5000000.0
30,59,40,5000000.0
30,59,50,5000000.0
30,59,60,5000000.0
30,59,70,5000000.0
30,59,80,4999970.535010062
30,59,90,4999783.928715063
30,59,100,4999955.997385154
30,59,130,4999926.961339105
30,59,150,5000000.0
31,3,30,5000000.0
31,3,60,9.726328260749609
31,3,80,5000000.0
31,3,110,5000000.0
31,3,150,5000000.0
31,7,10,5000000.0
31,7,40,5000000.0
31,7,50,5000000.0
31,7,90,1.4849590796715653
31,7,120,5000000.0
31,7,130,5000000.0
31,7,140,5000000.0
31,7,150,4999976.595594836
31,19,10,5000000.0
31,19,20,5000000.0
31,19,30,5000000.0
31,19,40,5000000.0
31,19,60,5000000.0
31,19,70,5000000.0
31,19,110,5000000.0
31,19,120,5000000.0
31,19,130,5000000.0
31,19,140,5000000.0
31,22,20,5000000.0
31,22,60,5000000.0
31,22,70,5000000.0
31,22,80,5000000.0
31,22,90,5000000.0
31,22,100,5000000.0
31,22,130,5000000.0
31,29,10,4999934.799729779
31,29,20,5000000.0
31,29,30,5000000.0
31,29,50,4999928.310261284
31,29,70,5000000.0
31,29,80,5000000.0
31,29,90,4999992.384244392
31,29,120,5000000.0
31,29,140,5000000.0
31,31,10,5000000.0
31,31,20,5000000.0
31,31,30,5000000.0
31,31,40,5000000.0
31,31,50,5000000.0
31,31,60,5000000.0
31,31,70,5000000.0
31,31,80,5000000.0
31,31,90,5000000.0
31,31,100,5000000.0
31,31,110,5000000.0
31,31,120,5000000.0
31,31,130,5000000.0
31,31,140,5000000.0
31,31,150,5000000.0
31,36,50,5000000.0
31,36,100,5000000.0
31,36,110,5000000.0
31,36,130,7.394896743461288
31,36,150,5000000.0
31,38,10,5000000.0
31,38,30,5000000.0
31,38,40,5000000.0
31,38,60,5000000.0
31,38,80,4999921.633390098
31,38,90,5000000.0
31,38,100,4999782.354275855
31,38,140,5000000.0
31,38,150,5000000.0
31,66,10,5000000.0
31,66,20,5000000.0
31,66,40,5000000.0
31,66,50,5000000.0
31,66,70,5000000.0
31,66,90,5000000.0
31,66,100,5000000.0
31,66,110,5000000.0
31,66,130,5000000.0
31,66,150,5000000.0
31,67,20,238.41933414186104
31,67,30,32.75641637139582
31,67,40,5000000.0
31,67,50,4999897.755144942
31,67,60,5000000.0
31,67,100,5000000.0
31,67,110,5000000.0
31,67,120,5000000.0
32,19,10,5000000.0
32,19,20,233.9083918314427
32,19,40,5000000.0
32,19,50,4999739.963148299
32,19,60,4999879.809390556
32,19,80,5000000.0
32,19,90,343.69993247650564
32,19,100,5000000.0
32,19,110,4999757.128404422
32,19,120,101.46457668974902
32,19,130,5000000.0
32,23,10,5000000.0
32,23,20,4999766.492686943
32,23,30,0.08265599242010413
32,23,60,5000000.0
32,23,90,5000000.0
32,23,110,243.46755897533149
32,23,120,5000000.0
32,23,140,4999999.990695877
32,32,10,5000000.0
32,32,20,5000000.0
32,32,30,5000000.0
32,32,40,5000000.0
32,32,50,5000000.0
32,32,60,5000000.0
32,32,70,5000000.0
32,32,80,5000000.0
32,32,90,5000000.0
32,32,100,5000000.0
32,32,110,5000000.0
32,32,120,5000000.0
32,32,130,5000000.0
32,32,140,5000000.0
32,32,150,5000000.0
32,33,10,5000000.0
32,33,20,5000000.0
32,33,50,5000000.0
32,33,60,5000000.0
32,33,70,5000000.0
32,33,90,5000000.0
32,33,100,5000000.0
32,33,120,5000000.0
32,33,140,5000000.0
32,33,150,5000000.0
32,36,10,5000000.0
32,36,30,5000000.0
32,36,40,5000000.0
32,36,50,5000000.0
32,36,80,5000000.0
32,36,100,5000000.0
32,36,110,5000000.0
32,36,120,5000000.0
32,36,130,5000000.0
32,36,140,5000000.0
32,36,150,5000000.0
32,38,10,5000000.0
32,38,30,5000000.0
32,38,40,5000000.0
32,38,50,4999998.243586276
32,38,140,29.926769356913017
32,38,150,0.8855756667172723
32,39,20,5000000.0
32,39,50,5000000.0
32,39,60,5000000.0
32,39,70,5000000.0
32,39,80,5000000.0
32,39,100,5000000.0
32,39,120,4999899.580807806
32,39,130,5000000.0
32,61,50,261.836494198069
32,61,60,5000000.0
32,61,70,4999541.977512391
32,61,80,5000000.0
32,61,90,5000000.0
32,61,110,5000000.0
32,61,130,5000000.0
32,61,150,5000000.0
32,62,30,5000000.0
32,62,40,5000000.0
32,62,70,5000000.0
32,62,80,5000000.0
32,62,90,4999602.264869892
32,62,100,112.75664820987731
32,62,110,5000000.0
32,62,120,5000000.0
32,62,130,5000000.0
32,62,150,5000000.0
32,65,20,5000000.0
32,65,30,5000000.0
32,65,40,5000000.0
32,65,60,15.445033638324285
32,65,70,5000000.0
32,65,90,5000000.0
32,65,140,5000000.0
33,1,30,5000000.0
33,1,40,5000000.0
33,1,60,5000000.0
33,1,140,5000000.0
33,1,150,5000000.0
33,2,10,5000000.0
33,2,30,4999957.070622996
33,2,50,5000000.0
33,2,70,84.05920851097193
33,2,110,5000000.0
33,4,10,5000000.0
33,4,30,5000000.0
33,4,40,5000000.0
33,4,50,0.0038519693882744233
33,4,60,5000000.0
33,4,120,5000000.0
33,4,140,5000000.0
33,4,150,5000000.0
33,12,20,5000000.0
33,12,30,5000000.0
33,12,40,335.898904136813
33,12,50,5000000.0
33,12,90,5000000.0
33,12,110,5000000.0
33,12,150,5000000.0
33,14,10,5000000.0
33,14,30,5000000.0
33,14,40,5000000.0
33,14,50,5000000.0
33,14,60,4999945.365176285
33,14,70,5000000.0
33,14,100,5000000.0
33,14,110,5000000.0
33,14,120,5000000.0
33,14,130,5000000.0
33,20,20,5000000.0
33,20,40,5000000.0
33,20,70,5000000.0
33,20,80,4999999.979965995
33,20,90,5000000.0
33,20,150,5000000.0
33,23,10,5000000.0
33,23,60,4999965.52001529
33,23,70,733.4577293497574
33,23,90,5000000.0
33,23,100,5000000.0
33,23,120,5000000.0
33,23,130,5000000.0
33,23,140,5000000.0
33,32,30,5000000.0
33,32,40,5000000.0
33,32,60,4999897.598032378
33,32,80,5000000.0
33,32,100,112.40921950730666
33,32,110,5000000.0
33,32,130,5000000.0
33,33,10,5000000.0
33,33,20,5000000.0
33,33,30,5000000.0
33,33,40,5000000.0
33,33,50,5000000.0
33,33,60,5000000.0
33,33,70,5000000.0
33,33,80,5000000.0
33,33,90,5000000.0
33,33,100,5000000.0
33,33,110,5000000.0
33,33,120,5000000.0
33,33,130,5000000.0
33,33,140,5000000.0
33,33,150,5000000.0
33,37,20,5000000.0
33,37,30,5000000.0
33,37,50,5000000.0
33,37,60,191.5198023628378
33,37,70,4999182.4837002605
33,37,80,5000000.0
33,37,90,5000000.0
33,37,100,5000000.0
33,37,110,5000000.0
33,37,120,5000000.0
33,37,130,5000000.0
33,37,150,0.00027617373236649807
33,39,20,365.284331961341
33,39,40,5000000.0
33,39,70,5000000.0
33,39,80,5000000.0
33,39,90,5000000.0
33,39,100,5000000.0
33,39,120,0.0006780759325945502
33,39,140,5000000.0
33,39,150,5000000.0
33,61,10,4999999.91699666
33,61,20,5000000.0
33,61,50,5000000.0
33,61,60,5000000.0
33,61,70,5000000.0
33,61,80,5000000.0
33,61,90,5000000.0
33,61,110,4999887.504133789
33,61,120,5000000.0
33,61,130,270.05393487233954
33,62,10,5000000.0
33,62,20,5000000.0
33,62,50,5000000.0
33,62,60,5000000.0
33,62,70,5000000.0
33,62,80,5000000.0
33,62,90,5000000.0
33,62,100,5000000.0
33,62,130,4999729.946574813
33,62,140,5000000.0
33,62,150,5000000.0
33,63,10,5000000.0
33,63,20,5000000.0
33,63,30,104.64257447205956
33,63,80,5000000.0
33,63,100,5000000.0
33,63,110,5000000.0
33,63,120,5000000.0
33,63,130,5000000.0
33,63,140,5000000.0
34,9,10,5000000.0
34,9,20,5000000.0
34,9,30,5000000.0
34,9,40,5000000.0
34,9,50,5000000.0
34,9,60,5000000.0
34,9,80,215.9063460880878
34,9,90,4999959.647507352
34,9,100,5000000.0
34,9,120,5000000.0
34,9,130,5000000.0
34,9,150,5000000.0
34,17,60,37.2458114046931
34,17,80,5000000.0
34,17,90,5000000.0
34,17,130,4999387.627212017
34,17,140,5000000.0
34,26,50,5000000.0
34,26,60,5000000.0
34,26,70,5000000.0
34,26,90,5000000.0
34,26,100,5000000.0
34,26,110,5000000.0
34,26,130,4999946.383820231
34,34,10,5000000.0
34,34,20,5000000.0
34,34,30,5000000.0
34,34,40,5000000.0
34,34,50,5000000.0
34,34,60,5000000.0
34,34,70,5000000.0
34,34,80,5000000.0
34,34,90,5000000.0
34,34,100,5000000.0
34,34,110,5000000.0
34,34,120,5000000.0
34,34,130,5000000.0
34,34,140,5000000.0
34,34,150,5000000.0
34,41,10,5000000.0
34,41,20,5000000.0
34,41,30,5000000.0
34,41,40,5000000.0
34,41,50,5000000.0
34,41,70,5000000.0
34,41,150,5000000.0
34,48,60,5000000.0
34,48,70,5000000.0
34,48,80,5000000.0
34,49,20,5000000.0
34,49,30,5000000.0
34,49,60,5000000.0
34,49,110,5000000.0
34,49,120,5000000.0
34,49,130,373.8530772777327
34,49,150,5000000.0
34,51,10,5000000.0
34,51,20,5000000.0
34,51,30,5000000.0
34,51,40,5000000.0
34,51,50,4999786.667361388
34,51,80,5000000.0
34,51,90,5000000.0
34,51,110,5000000.0
34,51,120,4999735.378086351
34,51,130,5000000.0
34,51,140,5000000.0
34,53,50,5000000.0
34,53,60,5000000.0
34,53,90,5000000.0
34,53,100,5000000.0
34,53,130,348.20593497876496
34,53,140,5000000.0
34,53,150,5000000.0
34,54,10,411.91192310554516
34,54,30,5000000.0
34,54,40,5000000.0
34,54,60,607.8386532105178
34,54,70,5000000.0
34,54,90,4999950.251399407
34,54,100,5000000.0
34,54,140,5000000.0
34,54,150,40.51653911916108
34,57,10,5000000.0
34,57,20,5000000.0
34,57,30,4999994.809778206
34,57,40,5000000.0
34,57,70,5000000.0
34,57,80,5000000.0
34,57,100,5000000.0
34,57,110,5000000.0
34,57,120,5000000.0
34,57,140,5000000.0
34,60,10,124.40892784895514
34,60,20,5000000.0
34,60,30,4999950.407745346
34,60,50,644.4389656031112
34,60,80,5000000.0
34,60,100,5000000.0
34,60,110,5000000.0
34,60,120,5000000.0
34,60,130,5000000.0
34,60,140,5000000.0
34,60,150,5000000.0
34,64,10,1319.7156204425778
34,64,40,5000000.0
34,64,60,4999269.118178754
34,64,70,5000000.0
34,64,80,5000000.0
34,64,110,5000000.0
34,64,120,5000000.0
34,64,130,5000000.0
34,64,150,5000000.0
35,8,40,5000000.0
35,8,70,5000000.0
35,8,80,53.858475698158145
35,8,90,5000000.0
35,8,110,4999999.057233444
35,8,120,5000000.0
35,8,130,4999796.437463506
35,8,150,5000000.0
35,11,10,5000000.0
35,11,20,5000000.0
35,11,40,4999558.989022204
35,11,50,5000000.0
35,11,70,5000000.0
35,11,80,5000000.0
35,11,90,5000000.0
35,11,100,5000000.0
35,11,120,30.696211747099937
35,11,140,5000000.0
35,11,150,5000000.0
35,13,20,4999866.20722098
35,13,30,5000000.0
35,13,60,5000000.0
35,13,80,5000000.0
35,13,100,5.096463832246227
35,13,110,5000000.0
35,13,120,5000000.0
35,13,130,5000000.0
35,21,20,5000000.0
35,21,30,5000000.0
35,21,40,5000000.0
35,21,50,5000000.0
35,21,60,5000000.0
35,21,70,5000000.0
35,21,90,5000000.0
35,21,140,4999873.012857826
35,25,10,5000000.0
35,25,20,5000000.0
35,25,80,5000000.0
35,25,90,5000000.0
35,25,100,79.31342659364469
35,25,110,5000000.0
35,27,10,5000000.0
35,27,30,5000000.0
35,27,40,5000000.0
35,27,50,5000000.0
35,27,70,5000000.0
35,27,100,5000000.0
35,27,110,5000000.0
35,27,130,5000000.0
35,27,140,5000000.0
35,27,150,5000000.0
35,35,10,5000000.0
35,35,20,5000000.0
35,35,30,5000000.0
35,35,40,5000000.0
35,35,50,5000000.0
35,35,60,5000000.0
35,35,70,5000000.0
35,35,80,5000000.0
35,35,90,5000000.0
35,35,100,5000000.0
35,35,110,5000000.0
35,35,120,5000000.0
35,35,130,5000000.0
35,35,140,5000000.0
35,35,150,5000000.0
35,56,10,647.5889397328524
35,56,60,5000000.0
35,56,120,5000000.0
35,56,130,5000000.0
35,56,140,5000000.0
36,7,30,96.01759265176952
36,7,50,5000000.0
36,7,60,5000000.0
36,7,70,431.02606725148803
36,7,80,5000000.0
36,7,90,5000000.0
36,7,100,190.34917677876354
36,7,110,5000000.0
36,7,120,5000000.0
36,7,130,5000000.0
36,18,20,4999999.582257579
36,18,60,5000000.0
36,18,70,4999999.698437313
36,18,80,5000000.0
36,18,100,5000000.0
36,18,130,11.196322036557476
36,18,150,5000000.0
36,19,10,5000000.0
36,19,30,4999940.432175737
36,19,50,5000000.0
36,19,70,4999946.013331334
36,19,80,5000000.0
36,19,90,5000000.0
36,19,110,5000000.0
36,19,130,5000000.0
36,19,140,5000000.0
36,19,150,5000000.0
36,31,10,5000000.0
36,31,20,186.16539087729774
36,31,30,5000000.0
36,31,40,4999829.474496177
36,31,60,5000000.0
36,31,70,5000000.0
36,31,80,5000000.0
36,31,90,98.23470778100682
36,31,120,5000000.0
36,31,140,5000000.0
36,32,20,5000000.0
36,32,60,5000000.0
36,32,70,4999541.839921318
36,32,90,5000000.0
36,36,10,5000000.0
36,36,20,5000000.0
36,36,30,5000000.0
36,36,40,5000000.0
36,36,50,5000000.0
36,36,60,5000000.0
36,36,70,5000000.0
36,36,80,5000000.0
36,36,90,5000000.0
36,36,100,5000000.0
36,36,110,5000000.0
36,36,120,5000000.0
36,36,130,5000000.0
36,36,140,5000000.0
36,36,150,5000000.0
36,38,20,4999999.7453517895
36,38,40,5000000.0
36,38,50,5000000.0
36,38,110,5000000.0
36,38,120,5000000.0
36,38,130,5000000.0
36,38,140,5000000.0
36,38,150,5000000.0
36,39,20,5000000.0
36,39,30,5000000.0
36,39,40,5000000.0
36,39,50,4999919.1834025495
36,39,60,4999999.894982199
36,39,70,5000000.0
36,39,80,4999999.960022431
36,39,90,5000000.0
36,39,100,5000000.0
36,39,110,5000000.0
36,39,120,5000000.0
36,39,150,5000000.0
36,62,10,5000000.0
36,62,20,4999633.986744186
36,62,40,5000000.0
36,62,50,5000000.0
36,62,100,4999892.763659027
36,62,130,5000000.0
36,62,140,5000000.0
36,62,150,4999997.705050403
36,65,10,5000000.0
36,65,30,5000000.0
36,65,40,5000000.0
36,65,80,18.79489256277676
36,65,100,5000000.0
36,65,110,5000000.0
36,65,120,4999998.526598911
37,1,20,5000000.0
37,1,50,5000000.0
37,1,70,5000000.0
37,1,80,5000000.0
37,1,130,5000000.0
37,1,140,39.03727536927909
37,1,150,5000000.0
37,4,20,5000000.0
37,4,40,5000000.0
37,4,50,5000000.0
37,4,60,5000000.0
37,4,70,458.0295021452691
37,4,80,5000000.0
37,4,90,4999859.6554496
37,4,100,5000000.0
37,4,120,5000000.0
37,4,130,5000000.0
37,4,140,5000000.0
37,9,10,4999998.503001375
37,9,30,5000000.0
37,9,70,122.27776977606118
37,9,100,5000000.0
37,9,110,5000000.0
37,9,120,90.98129971290741
37,9,140,4999777.863453303
37,14,10,5000000.0
37,14,30,5000000.0
37,14,60,5000000.0
37,14,70,5000000.0
37,14,80,230.7266894855133
37,14,90,403.5756028955824
37,14,110,5000000.0
37,14,120,5000000.0
37,14,130,4999999.984223066
37,14,140,5000000.0
37,14,150,5000000.0
37,20,10,5000000.0
37,20,20,5000000.0
37,20,60,5000000.0
37,20,90,5000000.0
37,20,110,5000000.0
37,20,120,5000000.0
37,20,140,183.09990661032498
37,26,20,5000000.0
37,26,30,597.7418675441295
37,26,40,5000000.0
37,26,50,4999935.855887832
37,26,60,5000000.0
37,26,70,4998602.180161612
37,26,80,5000000.0
37,26,90,5000000.0
37,26,100,5000000.0
37,26,110,107.10098005582216
37,26,120,5000000.0
37,26,140,5000000.0
37,33,10,5000000.0
37,33,40,5000000.0
37,33,110,4999892.900388957
37,33,140,5000000.0
37,37,10,5000000.0
37,37,20,5000000.0
37,37,30,5000000.0
37,37,40,5000000.0
37,37,50,5000000.0
37,37,60,5000000.0
37,37,70,5000000.0
37,37,80,5000000.0
37,37,90,5000000.0
37,37,100,5000000.0
37,37,110,5000000.0
37,37,120,5000000.0
37,37,130,5000000.0
